                 l            r(l,1)            r(l,2)            r(l,3)                Vp
    5.080000000E+02    2.304534763E+01    9.796367884E+01    7.324902415E+01    1.322634493E-02
    5.090000000E+02    8.791615963E+01    7.169604301E+01    1.070036888E+02    6.216210295E-03
    5.100000000E+02    8.384337425E+01    1.856581867E+01    3.836760521E+02    1.221821976E-23
    5.110000000E+02    8.083568811E+01    9.697797298E+01    2.438159227E+02    2.911139793E-11
    5.120000000E+02    3.021248877E+01    4.811270908E+00    2.127458334E+02    5.998316581E-09
    5.130000000E+02    3.542176783E+01    2.265747786E+01    3.111083984E+02    4.452156231E-16
    5.140000000E+02    9.074123502E+01    3.842723966E+01    2.791806698E+02    1.929498234E-13
    5.150000000E+02    4.110383987E+00    1.879827380E+01    2.525358438E+02    4.488537428E-12
    5.160000000E+02    6.829280853E+01    6.125552207E+00    1.999514699E+02    6.100648455E-08
    5.170000000E+02    7.512108684E+01    5.661083460E+01    3.550806522E+02    4.328280696E-20
    5.180000000E+02    4.113748670E+01    4.429135919E+01    4.012604356E+01    1.972151379E+00
    5.190000000E+02    2.662124485E+00    6.115531325E+01    1.222629070E+02    3.792276873E-04
    5.200000000E+02    5.746824145E+01    6.651132107E+01    1.621502161E+02    5.620624344E-05
    5.210000000E+02    2.844152451E+01    1.137870774E+01    2.306702614E+02    8.150432332E-10
    5.220000000E+02    9.617221951E+01    5.732572079E+01    1.003433108E+02    4.530453787E-03
    5.230000000E+02    4.332123101E+01    7.536211610E+00    2.024711132E+02    5.607674324E-08
    5.240000000E+02    1.467062384E+01    2.782859206E+01    1.825441867E+01    3.268298935E+00
    5.250000000E+02    2.318964750E+01    2.172250450E+01    2.327182293E+02    8.780516554E-10
    5.260000000E+02    8.173192143E+01    4.867832065E+01    2.635533333E+02    7.326146402E-12
    5.270000000E+02    8.875962496E+01    7.194436193E+01    2.013880491E+02    1.047845872E-07
    5.280000000E+02    6.295860410E+01    5.912761688E+01    1.338879108E+02    1.376032203E-03
    5.290000000E+02    8.002961874E+01    4.377008677E+01    1.309377789E+02    1.239673715E-03
    5.300000000E+02    8.410401940E+01    4.658151865E+01    1.191982746E+02    3.253222940E-03
    5.310000000E+02    2.201852947E+00    7.336024642E+01    2.448074818E+02    1.503333199E-11
    5.320000000E+02    1.172308028E+01    5.803619623E+01    2.756615877E+02    3.586251497E-13
    5.330000000E+02    9.062400460E+00    5.561036244E+00    7.973061204E+01    8.938943843E-03
    5.340000000E+02    1.692929715E+01    4.462487996E+00    3.053658009E+01    3.850023167E-01
    5.350000000E+02    3.876419663E+01    3.401102722E+01    2.226731628E+01    4.304111698E+00
    5.360000000E+02    6.537058949E+01    4.383835196E+01    9.510453343E+01    4.793876034E-02
    5.370000000E+02    2.368679494E+01    6.397718787E+01    8.406528234E+01    8.080008948E-02
    5.380000000E+02    5.727804899E+01    2.582558095E+01    1.216213033E+01    6.279346119E+00
    5.390000000E+02    6.980079412E+01    8.830516040E+00    3.871353149E+02    3.349225374E-24
    5.400000000E+02    5.245198011E+01    1.508270204E+01    1.075992107E+02    8.602610640E-03
    5.410000000E+02    7.127410769E+01    9.804952741E+01    1.231827497E+02    2.412770738E-04
    5.420000000E+02    1.174376234E+01    9.146524668E+01    2.256696939E+02    7.870076128E-10
    5.430000000E+02    4.744065404E+01    7.436820865E+01    4.041920602E+01    1.560329406E+00
    5.440000000E+02    3.677902222E+01    6.301899999E+00    2.862138033E+02    2.018822340E-14
    5.450000000E+02    5.902192369E+00    9.485888481E+01    3.983583212E+02    1.757086895E-26
    5.460000000E+02    5.775996447E+01    1.752841473E+01    3.709978819E+02    4.297524878E-22
    5.470000000E+02    5.517027974E+01    8.469338417E+01    3.795948267E+02    8.278913234E-23
    5.480000000E+02    8.704519272E+01    3.336504698E+01    3.404002905E+02    5.985145919E-19
    5.490000000E+02    2.586207092E+01    5.922936797E+01    5.832067505E+00    8.093434547E+00
    5.500000000E+02    6.734800935E+01    6.638431549E+01    7.806913555E+00    7.610051036E+00
    5.510000000E+02    2.909412086E+01    7.489889264E+01    2.583029747E+02    1.738341951E-11
    5.520000000E+02    9.272202849E+01    2.502284646E+01    4.372509122E+01    3.382968983E-01
    5.530000000E+02    9.651052356E+01    3.409474343E+00    1.687235594E+02    3.495346622E-07
    5.540000000E+02    3.465943336E+01    3.303965628E+01    1.774471402E+02    6.458864850E-06
    5.550000000E+02    8.638258576E+01    6.869435906E+01    1.825711370E+02    1.813876091E-06
    5.560000000E+02    1.171597838E+01    6.671743393E+01    3.549010277E+02    1.331627195E-20
    5.570000000E+02    5.526822805E+01    7.762255669E+01    1.842041612E+02    2.556225321E-06
    5.580000000E+02    1.411648933E+00    2.493214309E+01    2.926804543E+02    9.356144921E-16
    5.590000000E+02    1.897822767E+01    6.861201525E+01    7.210085392E+01    1.488121456E-01
    5.600000000E+02    8.480432630E+01    8.076307774E+01    2.665504217E+02    2.415231728E-12
    5.610000000E+02    4.531379789E+00    3.822116256E+01    1.273487806E+02    3.684883892E-04
    5.620000000E+02    9.097511172E+01    5.927227736E+01    8.640311360E+01    3.042348968E-02
    5.630000000E+02    2.661798596E+01    6.832026839E+01    2.920398712E+02    3.002113574E-14
    5.640000000E+02    4.166047871E+01    7.672601938E+01    2.873606920E+02    8.821647106E-14
    5.650000000E+02    5.217809677E+01    4.708794653E+01    2.875545740E+02    1.195975770E-13
    5.660000000E+02    8.904871345E+01    2.329158783E+01    3.008428812E+01    1.125370303E+00
    5.670000000E+02    9.717456698E+01    2.031741589E+01    3.432988405E+02    4.938883823E-20
    5.680000000E+02    1.208215803E+01    4.522179067E+01    1.841408491E+02    1.233140776E-06
    5.690000000E+02    9.852365255E+01    4.318694174E+01    3.590227365E+02    1.297838856E-21
    5.700000000E+02    9.247947335E+01    2.755744457E+01    3.181742191E+02    4.556878057E-17
    5.710000000E+02    3.726792336E+01    1.837003678E+01    3.288307667E+02    7.561229186E-18
    5.720000000E+02    9.358860850E+01    3.499762118E+01    3.765456676E+02    6.397917887E-23
    5.730000000E+02    3.039234579E+01    3.099282384E+01    2.137657404E+02    3.139717986E-08
    5.740000000E+02    5.321111679E+01    7.391417623E+01    1.632673264E+02    4.148470996E-05
    5.750000000E+02    2.047898173E+01    1.340673864E+01    7.014256120E+01    9.227416157E-02
    5.760000000E+02    9.222259521E+01    9.916805029E+01    3.616475105E+02    1.502891090E-22
    5.770000000E+02    4.885475039E+01    6.605031490E+01    3.775695086E+02    2.087460090E-22
    5.780000000E+02    7.218389511E+01    2.243536860E+01    2.166537762E+02    1.640788159E-08
    5.790000000E+02    9.788249433E+00    2.074020505E+01    1.364646673E+02    1.995911170E-04
    5.800000000E+02    9.069091082E+01    3.657690287E+01    1.875650287E+01    2.372121367E+00
    5.810000000E+02    3.578765094E+01    8.505107760E+01    3.590617180E+02    9.286520875E-21
    5.820000000E+02    5.593093485E+00    5.534311533E+01    3.634762049E+02    7.834829115E-22
    5.830000000E+02    1.058511510E+01    4.710184038E+01    3.166541755E+01    1.262587700E+00
    5.840000000E+02    4.230212867E+01    9.671110511E+01    2.091615438E+02    1.204197939E-08
    5.850000000E+02    2.626506388E+01    3.387467861E+01    1.014941454E+02    2.041359550E-02
    5.860000000E+02    8.578149676E+01    5.515088439E+01    1.910542130E+02    6.910127883E-07
    5.870000000E+02    4.798200354E+00    2.700883746E+01    2.600753069E+02    1.760840561E-12
    5.880000000E+02    9.064505696E+01    1.903569400E+01    8.731387258E+01    1.738701970E-02
    5.890000000E+02    5.973091125E+01    6.229545474E+01    3.849602699E+02    3.516210357E-23
    5.900000000E+02    8.348124027E+01    5.395869613E+01    1.049724460E+02    1.224359441E-02
    5.910000000E+02    2.832118273E+01    9.697852731E+01    5.025458708E+00    3.379679404E+00
    5.920000000E+02    7.153815627E+01    9.124801159E+01    9.090767503E+01    1.741605353E-02
    5.930000000E+02    1.679229289E+01    2.932270169E+01    5.680786371E+01    3.549090652E-01
    5.940000000E+02    8.450713754E+01    8.056666851E+01    2.014211655E+02    1.048806200E-07
    5.950000000E+02    8.394179940E+01    6.385733485E+01    3.301903009E+01    1.603581768E+00
    5.960000000E+02    6.457526088E+01    4.171047807E+01    2.624942780E+02    1.260892938E-11
    5.970000000E+02    7.987807989E+01    3.836494982E+01    3.571533680E+02    1.947010536E-20
    5.980000000E+02    9.706428051E+01    8.133161068E+01    9.337840676E+01    3.552907310E-03
    5.990000000E+02    5.894899368E+01    1.867076904E+01    2.946077585E+02    1.379432878E-14
    6.000000000E+02    1.665628999E+01    6.859232187E+01    3.080675125E+02    7.062138858E-16
    6.010000000E+02    3.377405107E+01    8.502630591E+01    3.515606880E+02    5.315809652E-20
    6.020000000E+02    8.741295338E+01    9.907311797E+01    1.303955019E+01    3.037625322E-01
    6.030000000E+02    2.843161225E+01    8.009031415E+01    1.689581513E+02    1.269133234E-05
    6.040000000E+02    1.799090952E+01    9.029963017E+01    4.929344654E+01    2.446335547E-01
    6.050000000E+02    5.330334902E+01    8.093718886E+01    2.214717865E+02    9.708885199E-09
    6.060000000E+02    1.633224338E+01    6.912623048E+01    1.145700574E+02    4.121391622E-03
    6.070000000E+02    4.972124398E+01    2.732066214E+01    1.882598639E+02    1.517676207E-06
    6.080000000E+02    4.054042697E+01    9.441763163E+01    2.458133936E+02    5.268044580E-11
    6.090000000E+02    4.433710873E+01    3.749347925E+01    1.848815560E+02    2.901192352E-06
    6.100000000E+02    1.580858380E+01    3.559520543E+01    1.910717487E+02    5.486592679E-07
    6.110000000E+02    3.454053104E+01    9.287464619E+01    1.409256816E+02    1.509238723E-04
    6.120000000E+02    7.593917251E+01    6.714263558E+01    2.749124050E+02    1.029976985E-12
    6.130000000E+02    7.912639976E+01    3.141927421E+01    1.731065989E+02    8.279458807E-06
    6.140000000E+02    6.274160743E+01    1.997114718E+01    3.660201311E+02    1.629621245E-21
    6.150000000E+02    7.025459409E+01    7.172189951E+01    5.013586283E+01    8.180745679E-01
    6.160000000E+02    2.748579383E+01    9.754399210E+00    6.011829376E+01    1.672962246E-01
    6.170000000E+02    5.512683392E+01    5.241606832E+01    1.906219482E+02    1.553436665E-06
    6.180000000E+02    7.458407283E+01    6.134931371E+00    3.418812513E+02    1.298462555E-19
    6.190000000E+02    1.303173155E+01    8.294255733E+01    1.072563648E+02    4.098176250E-03
    6.200000000E+02    3.975725919E+00    3.705391288E+01    2.258525848E+02    7.499759803E-10
    6.210000000E+02    5.674313307E+01    5.769440159E+00    1.673660427E+00    8.106829001E+00
    6.220000000E+02    8.738117814E+01    4.766534083E-01    1.112632275E+02    1.652638083E-04
    6.230000000E+02    9.624801278E+01    5.692918301E+01    1.400319695E+02    9.738197169E-05
    6.240000000E+02    6.105481386E+01    5.650376081E+01    5.777463317E+01    7.175988890E-01
    6.250000000E+02    3.189553320E+01    1.365804225E+01    3.205691278E+01    1.400636250E+00
    6.260000000E+02    8.483032584E+01    4.941611886E+01    6.192342043E+01    2.911035238E-01
    6.270000000E+02    6.187876463E+01    8.865730762E+01    1.434395075E+02    1.930918342E-04
    6.280000000E+02    3.449832499E+01    4.994587600E+01    2.891844749E+02    7.086772698E-14
    6.290000000E+02    8.058383465E+01    3.470284343E+01    3.712381423E+01    1.440008446E+00
    6.300000000E+02    5.820046663E+01    6.863461733E+01    3.865787506E+02    2.233527863E-23
    6.310000000E+02    2.418788224E+01    9.280380607E+01    1.726639032E+02    2.730582037E-06
    6.320000000E+02    2.139397562E+01    2.940080129E+00    3.955466747E+02    5.286443179E-26
    6.330000000E+02    9.507564306E+01    5.428195000E+01    3.327710330E+01    5.574438306E-01
    6.340000000E+02    2.884725668E+00    2.107383758E+01    2.857227325E+02    6.470308459E-15
    6.350000000E+02    3.964920640E+01    9.582797438E+00    3.827720642E+02    9.527023384E-24
    6.360000000E+02    3.693814278E+01    1.659271121E+01    2.429359436E+02    1.748236410E-10
    6.370000000E+02    3.306652904E+01    6.508885622E+01    3.201300621E+02    1.009327288E-16
    6.380000000E+02    3.578282148E+00    3.726100624E+01    1.703415275E+02    2.057596914E-06
    6.390000000E+02    2.775781155E+01    4.093687236E+01    2.208158493E+02    1.144852967E-08
    6.400000000E+02    6.025825143E+01    3.391003013E+01    1.259666443E+02    2.798936277E-03
    6.410000000E+02    7.813246250E+01    3.459898233E+01    1.364309192E+02    6.654906352E-04
    6.420000000E+02    6.773055196E+01    4.281346500E+01    1.106082797E+02    1.225683845E-02
    6.430000000E+02    1.758602075E+00    4.185946584E+01    1.748514891E+02    5.721033380E-07
    6.440000000E+02    6.126887202E+01    6.420683861E+01    2.053270102E+02    1.676818855E-07
    6.450000000E+02    9.059250355E+01    4.221001267E+01    1.270053506E+02    9.191037208E-04
    6.460000000E+02    2.378527373E+01    1.330264751E+00    3.541950941E+02    1.058582473E-21
    6.470000000E+02    8.899949789E+01    1.529267579E+01    1.130168080E+02    1.904721495E-03
    6.480000000E+02    5.712481737E+01    7.449494600E+01    3.829630852E+02    5.171708885E-23
    6.490000000E+02    7.376574874E+01    7.065215707E+01    2.352445364E+02    1.141100122E-09
    6.500000000E+02    6.511222720E+01    9.100597501E+01    6.808654070E+01    1.063228684E-01
    6.510000000E+02    4.141736031E+01    3.358257711E+01    3.845430136E+02    2.380020031E-23
    6.520000000E+02    4.531986713E+01    9.813490510E+01    1.456536055E+02    2.723923487E-05
    6.530000000E+02    7.457809448E+01    8.703489304E+01    3.990854502E+02    1.737859176E-25
    6.540000000E+02    5.651929975E+01    9.029900432E+01    2.410496771E+01    1.828285494E+00
    6.550000000E+02    5.052819252E+01    5.274916887E+01    3.676964760E+02    2.403203165E-21
    6.560000000E+02    6.748943329E+01    2.258532494E+01    3.753593683E+02    1.740110443E-22
    6.570000000E+02    2.766773403E+01    8.166368604E+01    3.353081703E+02    2.172483352E-18
    6.580000000E+02    8.641255498E+01    3.538170084E+00    3.946152210E+02    1.063435173E-25
    6.590000000E+02    2.836211324E+01    8.926666379E+01    2.674207449E+02    1.605575523E-12
    6.600000000E+02    1.604282260E+01    5.409030914E+01    4.069050848E+01    1.085521442E+00
    6.610000000E+02    4.030476213E+01    1.469265521E+01    2.538115978E+02    2.348268691E-11
    6.620000000E+02    6.696642637E+01    6.134663709E-01    3.036151409E+02    1.038579153E-16
    6.630000000E+02    9.103952646E+01    6.626309752E+01    2.923017263E+02    1.560192029E-14
    6.640000000E+02    3.761896864E+00    4.817547500E+01    4.316510167E-01    8.285648542E+00
    6.650000000E+02    5.231994987E+01    1.366606653E+01    1.312340379E+02    8.059412827E-04
    6.660000000E+02    8.277501464E+01    3.354606032E+01    2.094884813E+01    3.254666245E+00
    6.670000000E+02    8.404433131E+01    1.205969602E+01    6.937542558E+01    7.136240922E-02
    6.680000000E+02    3.223235309E+01    2.479123697E+00    3.236713409E+02    2.732906346E-18
    6.690000000E+02    5.726361871E+01    9.465469420E+00    2.277548552E+02    1.438819211E-09
    6.700000000E+02    2.904378176E+01    6.753454804E+01    1.476867318E+02    2.309928237E-04
    6.710000000E+02    9.285587668E+01    8.292731047E+01    5.236365199E+01    1.457848282E-01
    6.720000000E+02    6.468485594E+01    3.501439095E+01    2.994554281E+02    8.657781601E-15
    6.730000000E+02    8.757662773E+01    3.918482363E+00    1.542233467E+02    7.575181959E-06
    6.740000000E+02    7.541615963E+01    4.510985911E+01    2.424137831E+02    3.643538445E-10
    6.750000000E+02    7.945522070E+01    8.613028526E+01    6.401621103E+01    1.476631217E-01
    6.760000000E+02    3.367350996E+01    1.149052009E+01    1.015494227E+02    9.791656459E-03
    6.770000000E+02    3.844831884E+01    4.382269084E+01    1.445256948E+02    4.353209878E-04
    6.780000000E+02    1.167255417E+01    5.147041678E+01    1.122439742E+02    4.423094321E-03
    6.790000000E+02    8.235598207E+01    4.234072268E+01    1.539021134E+02    8.934376063E-05
    6.800000000E+02    5.619268417E+01    9.947146177E+01    2.298470020E+02    7.704091284E-11
    6.810000000E+02    4.358643889E+01    4.992469549E+01    3.742217064E+02    4.391337499E-22
    6.820000000E+02    9.235606194E+01    2.288379818E+01    3.549870729E+02    9.120923066E-21
    6.830000000E+02    6.336188316E+01    8.290958405E+01    2.930674791E+02    2.417022925E-14
    6.840000000E+02    5.421380401E+01    4.336383343E+01    3.624335527E+02    7.914957503E-21
    6.850000000E+02    9.869202971E+01    7.196860909E+01    1.368435323E+01    5.312815223E-01
    6.860000000E+02    8.134052902E+00    3.026018441E+01    3.298492908E+02    2.127235206E-18
    6.870000000E+02    4.339707494E+01    1.331429183E+01    2.079566240E+02    4.403347668E-08
    6.880000000E+02    8.480213284E+01    1.867522597E+01    3.427908421E+02    2.261024270E-19
    6.890000000E+02    6.531839371E+01    5.419747829E+01    1.457460642E+02    3.813517753E-04
    6.900000000E+02    6.086155772E+01    1.785219163E+01    2.071430683E+02    6.600566529E-08
    6.910000000E+02    3.178389370E+01    2.526358366E+01    6.599120498E+01    2.837463183E-01
    6.920000000E+02    2.265797406E+01    1.084815487E+01    2.353379965E+02    2.853250120E-10
    6.930000000E+02    1.741603017E+01    8.337467313E+01    2.264965534E+02    1.826670306E-09
    6.940000000E+02    8.452609181E+01    8.704058081E+00    2.648156643E+02    1.153698899E-12
    6.950000000E+02    5.524649024E+01    3.670697212E+01    1.594474912E+02    7.702433541E-05
    6.960000000E+02    5.107025504E+01    8.724296689E+01    3.133476257E+02    2.993728074E-16
    6.970000000E+02    1.047998741E+01    4.000374079E+01    1.416160345E+02    1.964325299E-04
    6.980000000E+02    1.251917630E+01    9.829196930E+01    8.616900444E+01    2.621818662E-03
    6.990000000E+02    2.249933779E+01    2.562340796E+01    1.182126522E+02    3.280594027E-03
    7.000000000E+02    3.646883965E+01    8.994586468E+01    3.577401161E+02    9.393662959E-21
    7.010000000E+02    4.550886452E+01    2.988387644E+01    1.461467385E+02    3.120678436E-04
    7.020000000E+02    1.062706932E+01    8.596090674E+01    2.956040144E+02    3.309212882E-15
    7.030000000E+02    2.236673981E+01    3.021792471E+01    1.496780872E+02    1.338585689E-04
    7.040000000E+02    1.058242396E+01    6.245552897E+01    3.864559650E+02    4.928920695E-24
    7.050000000E+02    1.404922754E+01    8.183699846E+01    1.279052138E+02    6.628086096E-04
    7.060000000E+02    2.546378374E+01    3.816256821E+01    3.848414898E+02    1.579035319E-23
    7.070000000E+02    7.701832056E+01    4.542410374E+01    2.763754606E+02    7.565919642E-13
    7.080000000E+02    2.833331823E+01    2.514023483E+01    1.998870492E+02    2.030671005E-07
    7.090000000E+02    6.250121593E+01    9.303548932E+01    1.492927194E+02    6.282110616E-05
    7.100000000E+02    4.150149524E+01    9.481458664E+01    2.018441439E+02    5.399412549E-08
    7.110000000E+02    6.893378496E+01    5.042217970E+01    1.079523087E+02    1.564010085E-02
    7.120000000E+02    3.535107672E+01    3.724522889E+01    6.520291567E+01    4.030609552E-01
    7.130000000E+02    1.314611584E+01    7.285847068E+01    1.646135330E+02    1.378013722E-05
    7.140000000E+02    3.519702852E+01    3.316077590E+01    2.388610363E+02    6.205559595E-10
    7.150000000E+02    7.577412724E+01    3.394363821E+01    1.432343125E+02    3.440000403E-04
    7.160000000E+02    2.875320911E+01    6.389328837E+01    4.302287996E+01    1.360853466E+00
    7.170000000E+02    8.355949819E+00    8.977254629E+01    1.175523877E+02    6.524295270E-04
    7.180000000E+02    8.683095574E+01    1.462955326E+01    1.720910907E+02    3.251662536E-06
    7.190000000E+02    1.135359481E+01    9.482411146E+01    3.901092052E+02    5.116612500E-25
    7.200000000E+02    5.380219221E+01    4.603801072E+01    1.124702334E+02    1.209476164E-02
    7.210000000E+02    5.763531923E+01    5.722877979E+01    2.693391800E+02    4.089144989E-12
    7.220000000E+02    8.881934881E+01    4.569256902E+01    2.203346491E+02    7.120452654E-09
    7.230000000E+02    8.080422282E+01    9.395072460E+01    2.320477962E+02    4.023059114E-10
    7.240000000E+02    1.015296951E+01    2.861586511E+01    2.841635466E+02    4.146421621E-14
    7.250000000E+02    8.612059951E+01    2.503139973E+01    1.425385773E+01    3.959486109E+00
    7.260000000E+02    7.015683055E+01    4.954902530E+01    1.603583813E+02    6.410580422E-05
    7.270000000E+02    7.073956132E+01    2.058625594E+00    3.403616667E+02    6.310392034E-20
    7.280000000E+02    2.573954165E+01    1.361081153E+01    4.016044140E+01    7.636997979E-01
    7.290000000E+02    1.123122200E+01    9.483549595E+01    2.507988811E+01    4.858853176E-01
    7.300000000E+02    1.856824458E+01    1.022945568E+01    2.625560522E+02    1.781667867E-12
    7.310000000E+02    4.065209031E+01    4.237918854E+01    2.661266327E+02    6.338305722E-12
    7.320000000E+02    1.614416987E+01    4.823977947E+01    2.206827879E+02    7.604999115E-09
    7.330000000E+02    4.769248366E+01    9.263991714E+01    1.168423295E+02    1.947619452E-03
    7.340000000E+02    2.173445076E+01    3.981869519E+01    1.893183351E+02    1.004985830E-06
    7.350000000E+02    1.449837387E+01    8.245146871E+01    6.261833310E+01    1.464591503E-01
    7.360000000E+02    8.039259911E+01    9.130624682E+00    1.299181461E+02    3.810114454E-04
    7.370000000E+02    4.357091486E+01    2.352248430E+01    2.226462126E+02    7.837440329E-09
    7.380000000E+02    4.088315964E+01    4.108063579E+01    1.407198787E+02    6.657110281E-04
    7.390000000E+02    1.382924914E+01    9.676319361E+01    2.456694365E+02    1.292968007E-11
    7.400000000E+02    3.206556141E+01    8.024328947E+00    1.363074183E+02    2.351727537E-04
    7.410000000E+02    2.820800543E+01    8.773459196E+01    1.891134307E+00    8.897247148E+00
    7.420000000E+02    8.291436434E+01    5.391061902E+01    3.757514000E+02    2.352861151E-22
    7.430000000E+02    5.730413198E+01    6.886793971E+01    2.905006886E+02    6.208635687E-14
    7.440000000E+02    3.318548948E+00    2.712861598E+01    2.256150961E+02    5.027651689E-10
    7.450000000E+02    7.584882379E+01    6.257069707E+01    2.997019529E+02    8.215775959E-15
    7.460000000E+02    7.674888372E+01    5.639837980E+01    2.948831081E+02    2.173261083E-14
    7.470000000E+02    3.155657947E+01    2.555127442E+01    4.072959125E+01    1.366990365E+00
    7.480000000E+02    4.012070596E+01    8.558666110E+01    3.354966640E+02    2.332559307E-18
    7.490000000E+02    5.046808124E+01    1.139240637E+01    7.396269441E+01    9.713824595E-02
    7.500000000E+02    9.681681991E+01    1.568730623E+01    3.719265163E+01    1.610844058E-01
    7.510000000E+02    1.074857190E+01    9.588068724E+01    3.473929405E+02    1.329605880E-20
    7.520000000E+02    7.206823826E+01    1.237921938E+01    5.865519643E+01    2.361404953E-01
    7.530000000E+02    9.990344644E+01    4.792197645E+01    3.915296555E+02    1.198354523E-25
    7.540000000E+02    7.307442427E+01    1.378294528E+01    2.506490946E+02    3.555536097E-11
    7.550000000E+02    8.378177881E+01    5.574703217E+01    2.446991682E+02    1.888690807E-10
    7.560000000E+02    4.587611556E+01    7.895156145E+01    1.031061649E+02    1.752981737E-02
    7.570000000E+02    6.199454665E+01    9.505136609E+01    2.255784988E+02    1.457004821E-09
    7.580000000E+02    1.448078007E+01    2.075258493E+01    2.156333476E+01    2.312366393E+00
    7.590000000E+02    5.765575171E+01    4.777794480E+01    8.296034932E+01    1.369479357E-01
    7.600000000E+02    8.675426245E+01    1.207668632E+01    2.916350126E+02    7.943699776E-15
    7.610000000E+02    9.603762627E+01    4.489055574E+01    2.129649878E+02    8.132837818E-09
    7.620000000E+02    4.247933030E+01    1.145058572E+01    1.323728561E+02    5.770063935E-04
    7.630000000E+02    1.340990048E+00    4.363384247E+01    2.480688095E+02    6.797282761E-12
    7.640000000E+02    8.855000734E+01    8.988647908E+00    2.946275234E+02    2.918131732E-15
    7.650000000E+02    3.316239715E+01    1.730825752E+01    2.942557573E+02    1.061616056E-14
    7.660000000E+02    3.289236724E+01    1.478038728E+01    3.124489069E+02    1.969307862E-16
    7.670000000E+02    5.175055265E+01    1.633939892E+01    3.246909857E+02    1.992030307E-17
    7.680000000E+02    7.710040212E+01    3.412026539E+00    3.282011986E+02    1.489993078E-18
    7.690000000E+02    8.202446699E+01    2.625906467E+01    1.509172678E+02    9.596886367E-05
    7.700000000E+02    4.819901288E+01    1.511120647E+01    5.113509297E+01    5.585519867E-01
    7.710000000E+02    3.419914246E+01    4.369278550E+01    2.637181282E+02    8.799282022E-12
    7.720000000E+02    3.485805690E+01    1.386325210E+01    6.959683895E+01    1.414394651E-01
    7.730000000E+02    1.267939527E+00    7.305203676E+01    2.164672688E+00    3.825377083E+00
    7.740000000E+02    5.416890383E+01    8.374417424E+01    3.761502504E+02    2.028261601E-22
    7.750000000E+02    4.159329832E+01    8.451706767E+01    2.179787874E+02    1.329916012E-08
    7.760000000E+02    6.736993194E+01    6.755287051E+01    1.966036558E+02    5.305505151E-07
    7.770000000E+02    6.081720591E+01    3.725752831E+01    2.791673899E+02    5.345779981E-13
    7.780000000E+02    6.613904834E+01    1.808708012E+01    5.772292987E+00    7.666787550E+00
    7.790000000E+02    8.646094203E+01    8.677808046E+01    2.795810938E+02    1.389104078E-13
    7.800000000E+02    2.315545082E+01    6.521795392E+01    1.200769901E+02    3.586278385E-03
    7.810000000E+02    9.446601570E+00    9.088149071E+01    2.437969595E+01    7.309317957E-01
    7.820000000E+02    8.730489612E+01    5.402454138E+01    2.184492826E+02    1.097290112E-08
    7.830000000E+02    7.495802641E+01    3.246354759E+01    1.396578193E+02    5.137104218E-04
    7.840000000E+02    5.212405324E+01    5.538974404E+01    3.081774235E+02    1.844515302E-15
    7.850000000E+02    2.608860135E+01    3.766191900E+01    8.851351142E+01    6.225965589E-02
    7.860000000E+02    4.354071617E+01    2.419156134E+01    7.396298647E+01    1.842797862E-01
    7.870000000E+02    3.959483802E+01    7.452890873E+01    3.239997923E+01    2.314176862E+00
    7.880000000E+02    2.169879526E+00    2.852536738E+01    3.570708275E+02    8.766138098E-22
    7.890000000E+02    6.315292716E+01    9.441785514E+00    2.767462730E+02    2.267033152E-13
    7.900000000E+02    5.985238552E+01    2.513408065E+01    2.319647074E+02    1.841461039E-09
    7.910000000E+02    9.555925727E+01    5.183207989E+01    4.554028809E+01    2.497626849E-01
    7.920000000E+02    4.533190727E+01    1.021925807E+01    4.352532625E+01    6.110714854E-01
    7.930000000E+02    7.373803854E+01    4.173266888E+01    3.301752806E+02    1.238683328E-17
    7.940000000E+02    8.843846321E+01    5.426822305E+01    7.888453007E+01    6.987568750E-02
    7.950000000E+02    1.425114274E+01    2.824513316E+01    2.994327068E+02    2.558941112E-15
    7.960000000E+02    4.273924232E+01    9.030628204E+01    3.945165873E+02    1.067970629E-24
    7.970000000E+02    4.074943662E+01    7.281947136E+01    1.567526698E+02    8.896723210E-05
    7.980000000E+02    5.867370367E+01    3.524054587E+01    2.178211451E+02    2.335922963E-08
    7.990000000E+02    3.777069747E+01    7.209629565E+00    3.981658697E+02    7.974167431E-26
    8.000000000E+02    2.095555142E+00    4.553415775E+01    3.356772661E+02    1.875235395E-19
    8.010000000E+02    8.884884715E+01    2.407530881E+00    9.930863380E+01    1.042250437E-03
    8.020000000E+02    4.560427368E+01    6.725178361E+01    2.286578417E+02    4.422700180E-09
    8.030000000E+02    6.322838068E+01    8.153560758E+01    1.489702344E+02    1.584482531E-04
    8.040000000E+02    6.739993095E+01    2.540060580E+01    2.968689203E+02    1.066814017E-14
    8.050000000E+02    8.744028211E+01    3.979125321E+01    3.522646427E+02    4.506771755E-20
    8.060000000E+02    6.078410149E+01    3.464560956E+00    1.827730656E+02    4.251629354E-07
    8.070000000E+02    8.645120263E+00    2.144632041E+01    3.136339664E+02    6.028451361E-17
    8.080000000E+02    1.530053020E+01    4.773357809E+01    3.892983437E+02    3.399122302E-24
    8.090000000E+02    3.212621808E+01    6.383188367E+01    3.341403961E+02    4.617152732E-18
    8.100000000E+02    6.032280922E+01    1.783939451E+00    1.560344994E+01    6.525778006E-01
